State,District,Village,Rainfall_Level,Humidity_Level,Flood_Risk,Air_Temperature_C,Water_pH,Turbidity,Dissolved_Oxygen,BOD,COD,Nitrate,Fecal_Coliform,Arsenic,Lead,Sanitation_Coverage(%),Sewage_Treatment_Quality,Wind_Speed_kmh,Solar_Radiation_Wm2,Land_Use_Type,Waste_Management_Quality,Population_Density_per_km2,Total_Dissolved_Solids,Chloride,Sulphate,Ammonia,Heavy_Metals_Index,Water_Temperature_C,Overall_Risk_Level
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_2,High Risk,Moderate,Very Low,18.9,7.35,1.69,9.8,0.6,4.37,10.78,185,0.015,0.008,25,Moderate,33.5,329.2,Rural,Good,2902,1251.39,239.4,217.35,2.67,4.6,30.5,High Risk
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_3,High,High,Very Low,25.0,7.15,1.27,4.74,5.39,10.56,21.92,304,0.093,0.0,28,Poor,7.6,333.6,Agricultural,Moderate,2629,1376.52,93.83,123.62,2.37,1.21,9.3,High Risk
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_4,High,High Risk,Moderate,31.9,6.69,7.01,9.3,1.03,1.05,2.71,475,0.093,0.008,6,Good,15.4,90.6,Urban,Moderate,461,905.49,179.38,224.89,2.35,0.3,31.6,High Risk
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_5,Very Low,High,Low,26.5,7.28,9.04,4.77,3.27,13.49,11.67,341,0.029,0.049,62,Poor,13.0,767.0,Rural,Poor,3410,716.48,2.81,22.52,2.41,4.34,18.6,High Risk
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_6,Very Low,Moderate,High,23.8,6.03,3.3,5.97,1.82,0.5,19.97,26,0.084,0.016,68,Moderate,1.6,425.1,Urban,Moderate,4057,540.01,96.22,40.32,1.88,4.2,22.2,High Risk
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_7,High,High,High,10.7,6.28,2.87,4.3,2.9,18.87,25.95,105,0.096,0.04,28,Poor,30.3,866.4,Rural,Good,4743,1169.64,176.11,357.44,1.23,4.46,20.1,High Risk
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_8,Low,High,Moderate,12.7,7.15,3.45,7.0,5.32,9.41,41.21,132,0.013,0.035,68,Poor,3.1,633.7,Agricultural,Good,906,1252.31,212.04,34.73,1.42,1.7,31.5,High
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_9,Moderate,Low,High Risk,16.1,8.15,0.48,4.96,0.84,16.66,14.25,133,0.097,0.033,80,Good,19.6,538.3,Industrial,Moderate,4329,493.16,244.11,268.21,0.8,1.63,10.9,Moderate
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_10,Moderate,High Risk,High,28.9,6.17,6.96,8.77,5.77,3.59,36.69,236,0.069,0.044,45,Good,21.7,168.7,Agricultural,Poor,2046,528.7,10.09,52.33,0.01,1.11,26.8,High Risk
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_11,Moderate,Low,Low,17.6,7.51,2.71,4.72,4.05,14.72,16.41,322,0.04,0.003,90,Good,33.3,694.9,Urban,Good,277,906.39,214.39,381.74,2.25,4.46,7.7,High Risk
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_12,Low,Low,High,33.3,7.96,3.43,7.11,0.06,14.29,5.04,325,0.097,0.004,95,Poor,25.6,892.8,Rural,Moderate,1118,1405.82,224.24,29.26,1.98,0.63,10.1,High Risk
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_13,Very Low,Low,Low,11.5,8.08,3.62,5.08,1.24,6.78,11.01,378,0.025,0.001,58,Good,11.6,352.2,Industrial,Poor,3545,289.97,18.48,329.14,1.6,1.96,33.3,Moderate
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_14,Moderate,Low,Moderate,26.6,6.48,0.62,2.13,2.0,3.39,31.99,247,0.068,0.029,44,Good,17.1,922.7,Urban,Moderate,3568,1177.49,202.78,89.07,1.02,3.94,23.7,High
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_15,Low,High,High Risk,14.6,7.76,0.12,5.56,4.52,15.52,32.68,309,0.022,0.001,58,Poor,38.3,243.4,Rural,Good,3517,1175.37,70.07,259.99,1.12,1.42,26.5,High Risk
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_16,High Risk,High Risk,High Risk,34.8,7.59,5.43,7.5,2.86,11.92,21.68,22,0.073,0.015,25,Poor,33.7,354.5,Agricultural,Poor,3350,236.92,96.91,340.26,1.52,1.32,14.4,High Risk
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_17,High Risk,Low,High Risk,25.5,8.15,6.82,3.33,3.21,13.96,34.24,467,0.081,0.011,15,Poor,7.1,772.8,Industrial,Good,3811,1026.61,148.75,390.06,2.04,3.99,33.7,High Risk
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_18,Moderate,High,Moderate,16.7,7.94,9.81,4.06,1.33,6.22,41.2,76,0.007,0.013,10,Poor,17.5,274.4,Industrial,Poor,3043,736.53,246.97,113.45,1.19,2.33,22.4,Moderate
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_19,Moderate,High,High,18.1,7.39,5.06,5.5,2.69,5.85,39.65,340,0.074,0.002,72,Good,8.6,597.7,Industrial,Moderate,2920,429.33,140.62,300.2,2.6,3.12,28.2,High Risk
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_20,Very Low,Very Low,Low,24.0,6.77,4.68,5.99,5.3,8.09,43.84,108,0.005,0.004,55,Moderate,39.0,249.5,Industrial,Poor,763,400.96,44.3,44.06,2.34,4.39,22.7,High Risk
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_1,Low,Low,High Risk,29.3,7.53,6.81,9.0,1.3,4.54,1.41,496,0.04,0.028,36,Moderate,5.9,79.2,Rural,Poor,3880,1238.05,85.88,39.75,2.13,3.89,28.6,High Risk
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_2,Low,Very Low,Very Low,30.4,6.22,1.73,8.3,5.87,7.09,38.38,213,0.046,0.013,46,Moderate,4.8,739.4,Urban,Moderate,2844,405.93,35.59,383.7,2.24,3.95,15.1,High Risk
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_3,Very Low,High Risk,High Risk,33.8,6.37,7.45,4.67,4.32,15.12,46.47,5,0.021,0.003,47,Moderate,31.5,502.9,Agricultural,Moderate,4073,728.47,99.26,176.47,2.8,4.29,6.5,High Risk
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_4,Moderate,Very Low,Moderate,29.2,6.74,9.92,3.46,5.13,19.78,35.96,426,0.059,0.027,35,Poor,0.5,969.1,Rural,Good,1045,1194.77,176.32,309.7,1.32,0.88,18.8,High Risk
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_5,Moderate,Low,Low,32.2,6.58,5.94,5.52,0.32,11.85,13.0,171,0.029,0.014,60,Good,23.8,101.6,Urban,Moderate,242,1374.22,165.6,96.27,0.53,4.59,30.1,High Risk
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_6,Low,Very Low,Low,19.4,6.93,0.16,2.89,1.21,12.4,38.45,115,0.011,0.045,30,Poor,37.4,545.3,Agricultural,Good,2464,305.09,32.95,66.48,1.12,3.92,34.7,Moderate
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_7,Moderate,Very Low,Low,34.0,7.98,8.19,3.19,3.9,10.99,45.13,74,0.043,0.039,84,Moderate,2.0,381.6,Urban,Good,4054,1042.26,188.83,175.96,1.06,4.25,14.4,High Risk
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_8,High Risk,High Risk,High Risk,13.0,7.72,3.66,4.43,1.64,16.81,42.58,192,0.09,0.009,87,Good,19.5,491.4,Urban,Moderate,4881,1234.12,26.39,216.25,2.72,0.78,18.4,High Risk
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_9,High Risk,High Risk,High,15.9,6.13,2.5,6.66,2.83,18.67,43.54,457,0.052,0.032,57,Good,36.0,413.0,Rural,Good,1598,408.09,199.71,9.82,2.73,0.57,26.0,High Risk
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_10,Very Low,Very Low,Moderate,15.2,7.17,2.07,7.29,1.73,5.0,37.56,328,0.056,0.042,57,Moderate,14.2,959.1,Rural,Moderate,3516,1351.31,2.17,265.76,2.09,4.32,7.4,High Risk
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_11,Low,Very Low,High Risk,26.3,8.01,1.06,7.14,5.65,7.88,35.91,410,0.035,0.047,37,Poor,25.5,674.6,Urban,Good,364,461.62,39.68,385.49,2.76,1.36,30.8,High Risk
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_12,High Risk,Very Low,Moderate,24.7,7.28,3.01,9.94,0.39,11.33,7.09,65,0.02,0.048,47,Poor,16.9,607.5,Agricultural,Poor,1382,1072.06,159.78,118.1,1.11,0.25,31.6,Moderate
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_13,High,Moderate,High,12.0,7.09,3.47,2.42,4.87,9.05,36.37,228,0.096,0.047,92,Moderate,33.7,664.7,Urban,Poor,598,1126.97,23.87,344.48,2.73,1.96,16.9,High Risk
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_14,High Risk,High,High Risk,23.0,8.41,7.66,7.02,5.47,8.25,37.5,26,0.033,0.036,63,Good,29.1,717.7,Rural,Poor,2346,535.63,226.17,389.91,1.16,4.42,11.3,High Risk
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_15,Very Low,Low,High Risk,29.8,7.47,7.78,4.94,1.87,6.08,28.7,384,0.056,0.042,39,Moderate,15.8,773.3,Agricultural,Moderate,3500,1423.61,62.88,316.63,1.98,1.67,14.9,High Risk
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_16,High,Very Low,High Risk,20.6,6.82,3.81,9.14,4.14,3.04,9.62,55,0.067,0.005,67,Good,13.2,392.2,Agricultural,Moderate,4147,1171.64,7.6,298.13,0.71,2.21,18.8,High Risk
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_17,Very Low,Moderate,High,16.0,6.45,7.75,6.87,0.99,15.66,36.65,377,0.014,0.01,35,Good,36.5,430.7,Rural,Good,4415,1406.22,32.67,158.57,0.38,0.97,18.9,High Risk
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_18,High,High Risk,Low,17.2,6.01,2.91,4.36,5.65,14.99,22.64,359,0.092,0.034,13,Moderate,35.8,797.5,Rural,Good,1180,1450.37,233.57,38.56,1.89,0.32,6.4,High Risk
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_19,Moderate,Moderate,Very Low,27.3,6.18,8.43,2.22,3.64,0.86,22.06,296,0.073,0.039,62,Good,29.6,475.1,Urban,Poor,681,66.65,204.74,272.36,1.88,1.63,26.3,High Risk
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_20,High,Moderate,High Risk,30.5,8.01,1.86,2.96,4.41,9.8,15.99,262,0.048,0.034,74,Poor,26.9,430.7,Rural,Moderate,4353,442.58,221.86,215.54,0.53,2.7,18.9,High Risk
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_1,Moderate,High,Moderate,22.3,7.06,2.0,2.17,0.23,12.26,8.3,174,0.036,0.016,43,Moderate,37.3,194.6,Urban,Moderate,2642,397.9,238.16,127.97,0.84,1.7,27.7,Very Low
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_2,Low,Very Low,Moderate,25.1,7.46,0.76,4.47,5.65,3.86,19.56,346,0.02,0.005,40,Good,4.4,743.9,Urban,Good,2678,616.37,52.2,167.62,0.63,0.57,12.2,High
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_3,Very Low,Low,High,13.6,8.45,8.95,8.96,0.55,9.51,0.82,124,0.055,0.005,97,Poor,24.0,397.2,Industrial,Moderate,776,836.51,27.99,112.69,0.3,2.35,25.6,High Risk
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_4,Low,Low,Very Low,14.2,7.09,7.93,5.99,0.46,5.49,48.3,36,0.041,0.021,46,Poor,33.3,777.9,Rural,Poor,4550,997.01,223.89,274.19,1.23,0.75,32.9,Moderate
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_5,High,Moderate,Moderate,15.7,6.14,5.24,9.71,0.49,18.65,29.06,74,0.001,0.03,22,Moderate,6.3,363.1,Industrial,Poor,1937,78.97,38.0,315.95,1.09,0.06,7.9,Moderate
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_6,Moderate,High Risk,Low,10.5,7.56,2.9,9.7,1.1,5.46,6.57,364,0.041,0.004,83,Poor,18.9,837.2,Agricultural,Moderate,1450,444.88,10.06,168.85,2.8,1.0,25.5,Moderate
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_7,Moderate,Very Low,Very Low,27.9,7.51,9.69,6.57,5.08,2.54,20.51,139,0.085,0.046,59,Moderate,32.5,713.2,Industrial,Poor,4533,580.12,237.37,268.4,0.22,0.3,6.5,High Risk
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_8,Very Low,High Risk,Moderate,29.5,7.4,2.14,3.0,4.66,11.39,41.16,32,0.086,0.016,13,Moderate,4.7,179.0,Industrial,Moderate,3541,401.75,8.91,149.65,0.85,2.81,6.6,Low
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_9,High Risk,Low,High Risk,23.0,7.4,5.64,2.54,5.1,12.57,37.32,115,0.009,0.026,85,Good,17.0,921.5,Rural,Moderate,1561,119.17,85.37,365.73,1.55,0.24,17.1,High Risk
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_10,Moderate,Very Low,Low,34.1,6.63,4.1,3.0,1.25,12.94,36.32,479,0.081,0.009,14,Good,19.9,239.5,Urban,Moderate,3986,1477.52,185.04,208.34,1.7,4.29,23.8,High Risk
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_11,Moderate,Moderate,Low,22.3,6.68,2.01,2.53,0.83,5.55,13.91,410,0.04,0.046,26,Moderate,14.3,344.9,Agricultural,Moderate,795,76.31,228.13,106.77,0.84,3.65,13.0,Moderate
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_12,Moderate,Moderate,Very Low,10.1,6.81,9.86,9.95,2.1,13.61,27.38,452,0.051,0.001,44,Poor,5.2,346.5,Industrial,Moderate,2029,332.36,236.81,200.26,0.7,4.77,13.3,High
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_13,High Risk,Low,High Risk,22.7,7.86,5.74,7.97,2.13,5.53,21.96,270,0.036,0.003,97,Poor,26.9,337.5,Agricultural,Moderate,4639,111.96,97.29,294.22,2.48,4.82,17.0,High Risk
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_14,Low,High,Moderate,25.7,8.22,0.26,2.1,2.23,11.14,41.96,267,0.06,0.046,68,Good,11.2,203.4,Industrial,Moderate,3631,286.58,206.58,67.38,2.59,2.83,31.1,Moderate
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_15,High,Very Low,Low,32.6,6.22,8.5,4.72,5.96,15.24,15.04,197,0.079,0.014,20,Good,21.3,542.4,Agricultural,Good,3458,1254.45,15.45,252.91,0.12,1.63,18.1,High Risk
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_16,High Risk,High,Moderate,23.5,6.95,0.73,9.63,0.87,0.45,37.31,128,0.035,0.003,100,Good,10.8,802.3,Urban,Good,2324,930.07,5.16,205.75,2.18,1.95,17.2,High Risk
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_17,High,High,Moderate,16.5,6.78,9.62,2.95,1.6,5.81,43.22,160,0.039,0.017,3,Moderate,28.8,690.8,Agricultural,Good,2188,162.54,31.7,313.64,1.29,0.42,10.4,High
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_18,Moderate,High,High Risk,16.8,8.42,4.85,2.37,5.18,10.53,40.91,432,0.064,0.005,0,Moderate,10.3,773.0,Rural,Moderate,3544,309.32,109.37,178.93,0.38,4.7,11.3,High Risk
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_19,Low,Low,Moderate,22.2,7.74,5.66,5.62,3.07,8.06,26.44,500,0.099,0.003,2,Poor,29.3,439.8,Rural,Poor,3884,1016.31,229.96,125.9,1.74,1.62,12.5,High Risk
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_20,Very Low,Moderate,Very Low,12.2,8.42,2.54,3.1,0.26,16.26,22.67,334,0.072,0.036,20,Good,37.5,521.2,Agricultural,Moderate,4834,114.55,90.28,76.76,0.62,0.6,25.0,Low
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_1,Moderate,Moderate,High Risk,16.3,8.07,0.38,5.25,5.7,8.39,20.44,392,0.006,0.035,55,Good,9.1,467.5,Agricultural,Moderate,892,522.39,23.22,20.77,1.3,3.04,34.1,High Risk
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_2,Very Low,High Risk,High Risk,17.5,8.2,7.65,5.73,4.71,2.07,26.55,157,0.032,0.034,62,Poor,13.1,894.9,Industrial,Moderate,86,383.35,243.4,258.36,2.2,0.26,29.8,High Risk
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_3,Low,Very Low,High,20.8,8.43,0.38,7.9,3.02,2.25,10.86,348,0.005,0.003,38,Poor,20.4,944.9,Urban,Good,2821,1202.68,233.53,214.09,2.54,2.0,22.4,High Risk
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_4,High Risk,Moderate,Moderate,25.5,6.45,8.87,7.66,2.05,9.31,24.52,221,0.015,0.033,80,Moderate,21.2,169.1,Rural,Poor,4759,1429.58,143.73,309.28,2.06,2.67,16.5,High Risk
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_5,Low,Moderate,Low,12.8,6.58,5.57,7.54,5.52,19.06,17.2,461,0.042,0.02,21,Poor,3.5,653.4,Urban,Poor,2263,1165.11,170.79,101.41,2.86,4.78,35.0,High Risk
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_6,Very Low,High,Low,28.3,6.23,0.04,8.98,3.8,19.96,29.98,312,0.059,0.03,61,Good,15.8,918.8,Agricultural,Good,300,452.5,194.96,187.14,1.05,1.2,21.8,Moderate
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_7,High Risk,High Risk,Very Low,16.0,7.28,8.08,3.41,4.25,13.86,14.74,78,0.032,0.01,76,Good,10.1,745.1,Rural,Poor,3105,1290.18,218.16,40.89,1.94,2.25,19.6,High Risk
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_8,High Risk,Very Low,Very Low,15.5,8.17,4.21,8.06,5.78,5.83,29.52,475,0.052,0.027,93,Poor,29.7,646.6,Urban,Good,4554,980.42,67.29,235.96,2.08,3.38,11.0,High Risk
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_9,Very Low,High,Very Low,31.2,6.7,3.45,6.38,5.06,5.49,40.89,240,0.053,0.024,15,Poor,6.2,546.3,Agricultural,Good,1009,1387.0,231.41,338.96,2.44,2.9,34.5,High Risk
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_10,Very Low,Low,Moderate,28.7,7.75,4.36,2.89,4.84,19.42,37.84,310,0.073,0.047,69,Poor,35.8,449.6,Rural,Moderate,2085,611.4,228.38,231.27,2.18,0.11,24.0,High Risk
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_11,Moderate,High,Low,18.6,6.4,9.35,9.8,2.17,16.24,24.61,139,0.029,0.016,56,Moderate,5.0,391.0,Agricultural,Good,3468,730.29,215.93,86.71,2.56,3.05,10.7,High Risk
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_12,Moderate,High Risk,High Risk,18.0,6.14,7.84,5.66,3.07,18.59,17.09,191,0.015,0.019,39,Moderate,14.3,241.1,Rural,Good,1198,1450.63,62.15,386.01,2.56,1.18,28.4,High Risk
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_13,Low,High,Low,25.9,7.17,0.1,2.78,2.28,6.17,15.73,17,0.09,0.025,30,Moderate,35.3,101.1,Industrial,Moderate,2698,518.39,122.0,364.29,2.35,3.24,18.5,High
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_14,Very Low,Low,High,15.3,8.49,4.63,8.47,0.74,11.19,45.08,494,0.086,0.019,92,Moderate,19.2,53.1,Rural,Moderate,4937,1490.93,33.69,167.99,2.83,2.96,18.3,High Risk
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_15,High Risk,Moderate,Very Low,31.9,6.31,0.68,4.09,2.92,9.85,26.8,433,0.037,0.042,16,Good,16.6,735.7,Industrial,Poor,2995,1481.7,49.71,385.43,1.85,0.25,13.0,High Risk
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_16,High,Low,High Risk,16.2,6.09,3.11,4.0,2.47,6.17,21.69,490,0.054,0.015,81,Poor,20.2,433.7,Agricultural,Moderate,4918,1371.95,25.32,273.11,1.74,0.21,6.7,High Risk
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_17,High Risk,High,High,26.4,7.48,5.84,2.27,0.09,18.67,0.33,158,0.04,0.03,36,Moderate,27.1,352.3,Urban,Moderate,1100,1053.34,161.87,394.97,2.31,3.49,20.3,High Risk
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_18,High,High,Very Low,26.3,7.26,4.23,5.03,2.21,8.11,38.92,73,0.003,0.005,25,Moderate,23.6,908.7,Agricultural,Moderate,2620,447.26,104.99,140.15,2.72,4.93,17.8,High
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_19,High,High Risk,High Risk,19.4,7.67,1.58,4.11,4.38,3.57,26.07,460,0.096,0.034,53,Poor,38.7,683.0,Industrial,Poor,3543,665.09,145.74,397.59,1.55,0.58,26.9,High Risk
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_20,Very Low,High,High Risk,31.6,7.84,0.37,6.07,2.83,12.3,16.24,388,0.032,0.005,56,Good,28.0,458.6,Agricultural,Poor,2106,1140.4,165.81,68.86,1.72,1.66,17.4,High Risk
Arunachal Pradesh,West Siang,West Siang_Village_1,Low,High,Very Low,20.8,6.57,1.58,7.21,3.2,3.62,5.12,404,0.084,0.044,69,Good,3.4,985.4,Urban,Moderate,357,551.34,15.7,61.32,0.18,3.29,6.4,High Risk
Arunachal Pradesh,West Siang,West Siang_Village_2,Moderate,Moderate,High Risk,26.4,6.04,9.13,8.79,0.75,11.94,31.77,32,0.033,0.005,91,Moderate,33.2,129.7,Agricultural,Poor,4360,113.23,245.91,167.83,0.74,0.09,7.4,Moderate
Arunachal Pradesh,West Siang,West Siang_Village_3,High,Very Low,Low,14.6,6.69,6.61,3.26,5.2,6.55,17.85,493,0.074,0.015,4,Poor,31.4,846.0,Industrial,Moderate,3608,1051.85,23.57,21.36,2.69,0.74,29.7,High Risk
Arunachal Pradesh,West Siang,West Siang_Village_4,High Risk,Low,Low,28.3,7.31,5.47,7.15,1.48,19.06,43.39,167,0.08,0.015,17,Poor,10.5,879.1,Agricultural,Poor,1935,329.5,60.43,43.12,2.5,3.6,30.6,High Risk
Arunachal Pradesh,West Siang,West Siang_Village_5,High Risk,Low,High Risk,16.9,6.05,6.19,7.32,0.09,10.56,0.61,102,0.09,0.011,74,Good,22.7,532.3,Agricultural,Good,3167,553.84,146.34,23.14,1.72,4.51,16.6,High Risk
Arunachal Pradesh,West Siang,West Siang_Village_6,High Risk,Very Low,Low,16.1,6.14,5.42,3.69,1.13,13.51,49.17,396,0.087,0.001,9,Poor,38.7,509.5,Industrial,Good,1985,328.97,79.88,20.17,0.8,2.3,14.3,High
Arunachal Pradesh,West Siang,West Siang_Village_7,High,Moderate,Very Low,15.8,6.15,8.62,2.2,3.22,15.42,25.21,297,0.017,0.042,69,Poor,11.5,511.7,Industrial,Good,3783,1218.31,191.16,201.8,1.37,3.78,12.0,High Risk
Arunachal Pradesh,West Siang,West Siang_Village_8,Moderate,High Risk,Low,32.8,8.27,1.41,7.11,5.54,9.56,16.95,367,0.022,0.014,30,Good,18.5,352.2,Urban,Poor,1709,223.49,83.99,39.7,1.55,1.32,16.8,High
Arunachal Pradesh,West Siang,West Siang_Village_9,High Risk,High Risk,Very Low,24.7,6.9,2.02,2.95,3.51,14.38,34.61,85,0.079,0.04,7,Moderate,27.7,135.8,Urban,Poor,438,216.73,234.66,392.93,1.3,4.11,14.5,High
Arunachal Pradesh,West Siang,West Siang_Village_10,High,Moderate,Moderate,11.0,6.32,0.84,9.38,2.72,15.93,6.69,285,0.036,0.011,33,Poor,20.7,536.6,Rural,Moderate,4167,639.67,160.54,188.24,2.53,4.96,14.1,High Risk
Arunachal Pradesh,West Siang,West Siang_Village_11,Moderate,Low,Moderate,14.5,7.85,1.28,3.14,0.39,12.48,18.92,122,0.026,0.02,2,Poor,16.2,609.5,Rural,Moderate,676,1391.86,99.86,224.01,0.55,3.5,33.5,High
Arunachal Pradesh,West Siang,West Siang_Village_12,Moderate,High Risk,Very Low,31.7,7.29,2.22,3.55,0.68,19.9,0.36,87,0.045,0.007,73,Moderate,0.6,264.9,Agricultural,Poor,3332,415.26,186.28,126.9,0.18,3.06,11.2,Low
Arunachal Pradesh,West Siang,West Siang_Village_13,High Risk,Very Low,Moderate,14.3,7.29,2.69,8.88,4.45,3.79,10.55,67,0.06,0.044,7,Good,15.3,804.4,Urban,Good,2260,1361.43,215.1,45.63,1.96,0.19,12.3,High Risk
Arunachal Pradesh,West Siang,West Siang_Village_14,Moderate,Moderate,Moderate,17.4,8.36,2.05,7.0,5.21,12.68,9.85,11,0.092,0.02,79,Poor,15.1,262.6,Urban,Good,1844,1301.6,218.04,375.78,1.3,1.82,17.4,Moderate
Arunachal Pradesh,West Siang,West Siang_Village_15,Very Low,High Risk,High Risk,16.5,6.11,0.39,9.78,4.95,13.01,40.29,400,0.026,0.026,40,Good,18.6,127.4,Agricultural,Poor,4191,495.05,53.2,304.86,0.72,1.11,21.1,High
Arunachal Pradesh,West Siang,West Siang_Village_16,Low,Very Low,Moderate,24.0,6.2,4.65,4.9,4.02,17.77,41.56,128,0.087,0.029,6,Poor,30.3,358.3,Rural,Moderate,404,71.6,28.83,224.33,1.46,1.71,6.9,Moderate
Arunachal Pradesh,West Siang,West Siang_Village_17,Low,High,Very Low,10.5,7.9,1.5,5.47,3.47,19.74,25.51,351,0.061,0.005,52,Good,35.5,552.0,Industrial,Moderate,4251,759.5,241.17,313.68,0.98,1.45,22.6,High
Arunachal Pradesh,West Siang,West Siang_Village_18,High,Moderate,Moderate,17.4,6.84,6.2,4.81,2.44,13.69,39.06,161,0.023,0.014,27,Good,37.1,56.4,Agricultural,Moderate,4990,426.64,77.67,149.58,0.36,3.7,33.8,High Risk
Arunachal Pradesh,West Siang,West Siang_Village_19,Moderate,Low,Very Low,23.7,6.73,8.73,6.15,1.78,7.11,10.68,223,0.058,0.026,62,Poor,7.8,335.5,Rural,Good,689,996.95,95.14,140.54,1.75,0.41,30.9,High Risk
Arunachal Pradesh,West Siang,West Siang_Village_20,High Risk,High,Low,16.9,7.02,1.07,3.19,4.06,11.56,23.15,265,0.036,0.001,79,Poor,13.6,631.1,Agricultural,Poor,152,1198.27,65.48,88.02,0.12,4.56,34.9,High Risk
Arunachal Pradesh,East Siang,East Siang_Village_1,High Risk,High Risk,Very Low,19.7,7.47,4.03,4.13,3.04,10.43,44.98,156,0.062,0.035,2,Good,14.7,57.7,Industrial,Moderate,1743,596.41,22.18,275.08,0.3,4.05,6.4,High Risk
