State,District,Village,Population,Pin_Code,Leptospirosis,Norovirus,Legionnaires_Disease,Dysentery_Bacillary,Typhoid_Fever,Rotavirus,Cholera,Giardiasis,Dysentery_Amoebic,Hepatitis_E,Hepatitis_A,Schistosomiasis,Cryptosporidiosis,Acute_Diarrhoeal_Disease,Poliomyelitis,E_coli_Diarrhea,Total_Patients
Nagaland,Longleng,Longleng_Village_7,2435,265154,0,2,0,7,3,7,1,0,3,1,3,1,1,8,0,5,42
Mizoram,Saitual,Saitual_Village_9,2387,768169,1,11,1,7,4,5,2,4,2,0,0,0,2,11,0,3,53
Assam,Kamrup Metropolitan,Kamrup Metropolitan_Village_10,1679,744883,0,5,1,0,2,6,3,0,4,0,0,0,0,5,0,4,30
Arunachal Pradesh,Siang,Siang_Village_14,6945,941204,0,9,1,10,6,17,5,8,14,0,3,0,1,40,0,16,130
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_12,3881,167136,0,14,0,3,3,7,4,3,4,1,0,0,2,16,0,8,65
Meghalaya,North Garo Hills,North Garo Hills_Village_13,9938,242736,5,18,3,17,11,22,9,13,12,1,2,0,7,48,0,25,193
Sikkim,Soreng,Soreng_Village_15,4378,105919,3,13,0,9,8,7,5,3,2,1,1,0,0,21,0,11,84
Manipur,Ukhrul,Ukhrul_Village_18,1418,817675,1,4,0,1,2,4,1,0,0,1,0,1,2,5,1,2,25
Assam,Karimganj,Karimganj_Village_10,3153,324597,1,4,0,4,3,12,0,5,9,1,0,0,2,15,0,9,65
Tripura,Unakoti,Unakoti_Village_19,8798,904812,5,20,0,10,9,21,4,9,9,1,2,1,2,50,0,16,159
Arunachal Pradesh,Upper Siang,Upper Siang_Village_15,5863,863934,3,11,0,3,6,14,6,6,12,1,1,0,1,32,0,11,107
Arunachal Pradesh,East Kameng,East Kameng_Village_12,4586,169403,3,9,0,5,5,14,2,3,8,0,1,1,1,38,0,9,99
Arunachal Pradesh,Upper Siang,Upper Siang_Village_7,4773,468203,1,7,0,7,2,7,6,4,4,1,1,0,8,27,0,12,87
Nagaland,Mokokchung,Mokokchung_Village_11,5700,568325,3,8,0,5,4,16,4,7,6,1,1,0,2,25,1,18,101
Meghalaya,South West Khasi Hills,South West Khasi Hills_Village_2,3058,678719,5,8,0,1,1,5,2,2,1,1,1,1,2,10,0,7,47
Manipur,Kamjong,Kamjong_Village_7,2361,638179,2,5,0,7,0,5,1,3,3,0,0,0,1,13,0,6,46
Arunachal Pradesh,Siang,Siang_Village_7,1884,470858,1,4,0,2,0,2,2,3,3,0,0,0,1,12,0,3,33
Manipur,Noney,Noney_Village_6,3576,170559,2,8,0,8,3,8,1,1,3,1,1,0,3,18,0,12,69
Nagaland,Peren,Peren_Village_4,768,626491,0,2,0,3,1,3,1,1,0,0,1,0,1,6,0,1,20
Assam,Tamulpur,Tamulpur_Village_16,4928,177103,2,9,0,6,7,15,5,4,6,0,5,0,0,21,0,10,90
Assam,Charaideo,Charaideo_Village_8,1003,735863,0,3,0,0,1,2,1,0,0,0,0,0,1,5,0,2,15
Tripura,Gomati,Gomati_Village_2,1524,611265,0,1,0,1,3,2,2,2,1,0,0,0,0,8,0,3,23
Sikkim,North Sikkim,North Sikkim_Village_20,8593,413433,4,12,0,11,11,17,5,11,5,4,4,0,0,34,0,15,133
Nagaland,Zunheboto,Zunheboto_Village_11,6073,631958,7,11,0,12,4,16,1,7,7,1,3,0,5,30,0,16,120
Nagaland,Shamator,Shamator_Village_19,5297,844037,5,8,2,11,9,15,5,5,5,1,4,0,3,27,0,12,112
Nagaland,Mokokchung,Mokokchung_Village_15,4405,925250,4,6,0,9,5,9,3,2,9,1,1,2,5,24,0,16,96
Arunachal Pradesh,East Siang,East Siang_Village_13,7439,678478,4,19,0,12,5,14,3,5,10,1,5,1,5,39,1,9,133
Meghalaya,West Khasi Hills,West Khasi Hills_Village_11,8112,465219,4,12,0,5,13,25,6,15,16,2,1,0,8,38,0,13,158
Assam,Dibrugarh,Dibrugarh_Village_9,8047,988456,7,17,1,13,7,16,9,7,9,2,4,1,5,40,0,15,153
Manipur,Tengnoupal,Tengnoupal_Village_8,2493,855303,1,4,0,3,1,1,0,2,1,0,1,0,0,18,0,7,39
Meghalaya,Ri Bhoi,Ri Bhoi_Village_12,2131,350161,0,4,0,5,2,1,1,2,2,1,0,0,2,13,0,4,37
Nagaland,Tseminyu,Tseminyu_Village_5,3488,977633,0,5,0,2,6,4,4,4,5,1,2,1,3,15,0,9,61
Arunachal Pradesh,Namsai,Namsai_Village_11,8241,569945,0,13,0,14,9,21,10,7,10,1,2,0,5,41,0,18,151
Assam,Sivasagar,Sivasagar_Village_9,2268,170499,1,4,0,5,3,8,2,0,3,0,0,0,0,7,0,3,36
Assam,Tamulpur,Tamulpur_Village_13,1038,697983,1,5,0,1,1,6,0,1,2,0,1,1,0,10,0,0,29
Assam,Chirang,Chirang_Village_11,2086,591081,1,2,0,4,2,5,4,2,2,0,2,0,1,13,0,4,42
Assam,Dhemaji,Dhemaji_Village_6,6270,327823,2,15,0,11,6,8,5,5,6,2,0,0,0,27,0,3,90
Arunachal Pradesh,Namsai,Namsai_Village_17,7953,680358,4,19,0,12,5,17,6,9,13,1,1,0,8,45,0,17,157
Assam,Sivasagar,Sivasagar_Village_12,6472,694799,2,15,2,12,8,16,6,8,5,1,2,0,4,27,0,13,121
Manipur,Kangpokpi,Kangpokpi_Village_20,7746,462974,1,15,1,14,7,24,6,3,9,2,0,0,4,41,0,17,144
Arunachal Pradesh,East Siang,East Siang_Village_19,6249,710805,5,12,0,7,5,15,4,3,5,2,1,1,2,39,0,9,110
Tripura,South Tripura,South Tripura_Village_12,6057,558976,6,15,0,4,4,12,4,2,8,0,3,0,2,26,0,8,94
Nagaland,Shamator,Shamator_Village_7,1809,339030,1,4,0,4,1,1,2,1,2,1,1,0,2,10,0,1,31
Sikkim,South Sikkim,South Sikkim_Village_11,2090,897730,1,4,1,2,1,6,1,0,2,0,0,0,0,10,0,4,32
Arunachal Pradesh,Lepa Rada,Lepa Rada_Village_19,9631,303880,3,19,1,18,7,25,9,9,17,4,2,0,10,41,0,19,184
Nagaland,Shamator,Shamator_Village_1,7985,381631,4,22,0,12,5,25,6,4,15,0,3,1,2,28,0,16,143
Mizoram,Khawzawl,Khawzawl_Village_8,2217,718213,2,6,0,4,3,4,2,2,2,1,1,0,2,11,0,6,46
Nagaland,Niuland,Niuland_Village_13,1635,408857,4,3,1,4,0,0,0,2,1,0,1,0,1,4,0,4,25
Mizoram,Hnahthial,Hnahthial_Village_6,7491,109738,3,11,0,16,7,16,6,5,11,0,0,0,0,41,1,19,136
Tripura,Khowai,Khowai_Village_14,8231,476701,5,15,3,8,13,30,7,9,10,4,2,0,2,42,0,13,163
Nagaland,Wokha,Wokha_Village_12,4729,771712,0,13,1,5,1,15,3,7,3,3,4,0,4,23,0,9,91
Assam,Karbi Anglong,Karbi Anglong_Village_3,4259,841995,3,8,1,5,4,14,5,6,6,1,0,0,0,28,0,9,90
Nagaland,Tuensang,Tuensang_Village_15,338,334639,1,0,0,1,1,0,0,0,2,0,0,0,0,3,0,0,8
Assam,Tinsukia,Tinsukia_Village_6,2234,643269,2,10,0,4,1,7,1,4,6,1,0,0,0,11,0,7,54
Assam,Sivasagar,Sivasagar_Village_19,6212,517368,0,12,0,10,4,15,4,8,6,2,2,0,3,31,1,8,106
Assam,Goalpara,Goalpara_Village_6,6979,455395,3,15,0,11,15,18,8,4,10,1,2,0,1,36,0,17,141
Meghalaya,West Jaintia Hills,West Jaintia Hills_Village_1,7692,693127,9,12,0,6,8,24,9,12,7,1,2,0,3,35,0,14,142
Arunachal Pradesh,Lepa Rada,Lepa Rada_Village_10,8645,796101,7,14,1,15,10,29,7,10,13,1,0,0,4,48,0,17,176
Sikkim,North Sikkim,North Sikkim_Village_2,9855,628689,1,13,2,9,9,19,9,8,13,4,0,0,11,60,0,25,183
Assam,Hailakandi,Hailakandi_Village_13,5514,914571,5,13,1,11,5,10,3,6,7,2,2,0,3,39,0,14,121
Assam,Karbi Anglong,Karbi Anglong_Village_12,5601,199096,2,13,0,16,6,11,2,4,8,1,4,0,1,33,0,11,112
Assam,Lakhimpur,Lakhimpur_Village_11,3837,956375,1,8,1,6,4,7,2,4,4,0,2,0,6,17,0,7,69
Manipur,Pherzawl,Pherzawl_Village_2,6975,415098,4,16,0,13,5,16,2,6,12,1,0,0,6,31,0,13,125
Assam,Sonitpur,Sonitpur_Village_10,8247,309902,5,17,1,12,12,25,5,7,12,2,3,1,3,40,1,13,159
Sikkim,East Sikkim,East Sikkim_Village_1,7721,565765,7,8,2,9,6,26,7,8,9,1,3,0,3,47,0,14,150
Assam,Nalbari,Nalbari_Village_5,5754,295892,10,16,1,9,2,16,8,2,4,2,1,1,3,36,0,12,123
Arunachal Pradesh,Upper Siang,Upper Siang_Village_20,927,843215,0,3,0,1,3,4,1,0,1,0,0,0,0,5,0,0,18
Arunachal Pradesh,Papum Pare,Papum Pare_Village_17,1603,867460,1,2,1,1,2,4,0,0,0,0,1,0,2,7,0,2,23
Arunachal Pradesh,Upper Siang,Upper Siang_Village_12,9712,378361,4,18,1,16,17,25,8,7,14,1,5,1,2,46,0,20,185
Nagaland,Kohima,Kohima_Village_13,211,447848,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_9,9525,402630,4,15,1,10,6,16,9,12,11,2,2,0,6,47,0,29,170
Arunachal Pradesh,Longding,Longding_Village_8,517,885408,1,0,0,0,0,1,0,1,0,0,1,0,2,4,0,0,10
Assam,Sivasagar,Sivasagar_Village_14,2713,812048,3,7,0,7,4,6,1,3,2,0,2,0,2,19,0,4,60
Sikkim,East Sikkim,East Sikkim_Village_20,7951,851470,8,19,0,22,9,20,10,9,13,1,2,0,6,30,0,28,177
Manipur,Ukhrul,Ukhrul_Village_13,1762,653815,2,5,0,3,2,5,1,4,3,0,0,0,0,12,0,2,39
Mizoram,Saitual,Saitual_Village_14,4978,373668,0,13,0,9,5,18,2,3,5,0,2,1,5,21,0,10,94
Mizoram,Champhai,Champhai_Village_15,1550,489906,1,4,0,5,2,7,1,2,0,2,0,0,1,7,0,3,35
Manipur,Tengnoupal,Tengnoupal_Village_20,7671,491329,3,18,1,10,7,19,7,13,9,0,0,0,3,27,0,13,130
Manipur,Pherzawl,Pherzawl_Village_6,7199,682851,4,19,1,6,7,24,6,12,9,1,1,0,6,34,0,22,152
Meghalaya,West Garo Hills,West Garo Hills_Village_2,3937,473095,3,7,0,7,4,5,4,3,3,0,0,0,1,23,0,10,70
Assam,Karimganj,Karimganj_Village_11,5798,903373,2,12,1,10,6,13,8,4,5,2,1,0,5,38,0,15,122
Meghalaya,East Khasi Hills,East Khasi Hills_Village_17,9711,821068,6,21,0,15,9,25,6,5,15,0,1,1,6,40,0,21,171
Tripura,North Tripura,North Tripura_Village_7,1971,785315,2,4,0,2,5,5,0,0,5,0,1,0,0,10,0,5,39
Arunachal Pradesh,Lohit,Lohit_Village_12,4222,971084,0,9,1,7,7,18,3,5,7,0,1,0,2,24,0,8,92
Mizoram,Kolasib,Kolasib_Village_5,9930,174461,7,22,0,11,13,22,4,11,11,1,2,1,9,54,0,20,188
Mizoram,Serchhip,Serchhip_Village_8,5251,585854,3,17,2,9,7,16,7,9,7,0,0,0,1,27,0,13,118
Nagaland,Noklak,Noklak_Village_9,4515,337232,3,13,1,11,4,16,5,5,8,2,1,0,3,28,0,10,110
Tripura,North Tripura,North Tripura_Village_14,352,415743,1,2,1,1,0,1,0,0,0,0,0,0,0,2,0,1,9
Nagaland,Kohima,Kohima_Village_4,9434,249005,2,19,2,16,11,24,7,8,12,2,1,0,7,46,0,21,178
Nagaland,Mon,Mon_Village_3,1861,969067,1,6,0,2,1,6,1,1,1,0,1,0,0,11,0,1,32
Arunachal Pradesh,Kamle,Kamle_Village_1,8761,498855,2,23,0,7,7,19,4,10,10,2,2,0,5,42,0,22,155
Assam,Jorhat,Jorhat_Village_20,5283,882033,0,11,1,9,4,10,7,2,19,1,2,0,2,24,0,14,106
Arunachal Pradesh,West Kameng,West Kameng_Village_11,3350,838797,1,5,0,6,3,8,2,2,2,0,4,0,2,17,0,11,63
Assam,Dibrugarh,Dibrugarh_Village_2,9926,214351,7,29,1,15,8,24,10,9,11,1,3,0,3,52,0,9,182
Meghalaya,West Jaintia Hills,West Jaintia Hills_Village_7,6210,668373,3,12,1,10,3,11,4,5,7,2,2,0,3,30,0,14,107
Mizoram,Kolasib,Kolasib_Village_13,1395,117500,0,4,0,4,1,2,1,0,2,1,0,0,1,9,1,3,29
Nagaland,Mokokchung,Mokokchung_Village_7,1474,349556,1,4,0,2,1,2,0,2,5,1,0,0,1,9,0,5,33
Assam,Bokajan,Bokajan_Village_5,2563,308727,1,7,0,4,2,5,1,2,3,0,0,0,1,8,0,3,37
Assam,Tamulpur,Tamulpur_Village_8,1961,551860,1,3,0,6,3,4,0,1,0,0,2,0,2,14,1,3,40
Nagaland,Kohima,Kohima_Village_10,4011,730889,0,9,0,3,5,6,3,1,5,0,1,1,2,21,0,5,62
Meghalaya,Ri Bhoi,Ri Bhoi_Village_17,9971,244564,4,19,0,17,13,27,3,10,17,1,6,1,3,47,1,18,187
Tripura,North Tripura,North Tripura_Village_1,2217,484398,3,5,0,0,2,4,2,4,1,1,1,0,2,12,0,3,40
Manipur,Kakching,Kakching_Village_16,9172,630041,4,18,1,18,8,30,5,12,12,1,3,0,3,47,0,21,183
Assam,Barpeta,Barpeta_Village_8,4193,578975,1,11,0,3,3,6,4,4,8,0,0,0,3,23,1,12,79
Assam,Bajali,Bajali_Village_11,7900,464863,2,25,2,9,6,20,6,4,4,3,1,1,1,36,0,11,131
Tripura,Khowai,Khowai_Village_5,6484,627786,3,13,1,8,4,19,1,7,4,0,4,0,4,25,0,14,107
Arunachal Pradesh,Siang,Siang_Village_18,834,593554,0,1,0,2,2,1,0,0,0,0,0,0,0,2,0,1,9
Arunachal Pradesh,Changlang,Changlang_Village_5,7406,181247,5,16,1,4,4,18,5,11,8,1,2,0,1,37,0,13,126
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_10,8679,573417,6,23,1,18,8,20,7,12,11,0,1,0,4,42,1,19,173
Meghalaya,Ri Bhoi,Ri Bhoi_Village_4,6631,715519,3,8,1,11,4,23,2,7,9,1,2,1,2,39,0,16,129
Meghalaya,West Garo Hills,West Garo Hills_Village_1,7581,614435,2,12,0,12,9,12,3,8,8,3,3,0,3,41,0,13,129
Nagaland,Mon,Mon_Village_5,9670,782591,7,18,0,12,9,23,10,9,3,2,2,0,5,60,1,20,181
Meghalaya,South Garo Hills,South Garo Hills_Village_4,630,193972,0,2,0,2,0,2,0,1,1,0,0,0,0,4,0,1,13
Assam,Morigaon,Morigaon_Village_18,4150,868544,3,10,0,4,3,7,0,5,5,1,1,0,4,25,0,11,79
Arunachal Pradesh,Upper Siang,Upper Siang_Village_13,826,213668,1,2,0,1,1,1,2,0,1,0,0,1,0,5,0,1,16
Mizoram,Kolasib,Kolasib_Village_7,6116,431845,1,7,0,10,6,15,3,6,8,1,2,0,8,22,0,12,101
Manipur,Churachandpur,Churachandpur_Village_4,2196,701334,0,4,0,2,5,0,4,1,3,0,0,0,1,14,1,5,40
Manipur,Churachandpur,Churachandpur_Village_19,9814,350905,6,15,1,13,8,22,9,7,11,3,2,0,2,45,1,15,160
Nagaland,Dimapur,Dimapur_Village_7,2635,136332,1,4,0,3,4,5,2,1,2,0,0,0,2,18,0,3,45
Mizoram,Saiha,Saiha_Village_11,4216,257880,2,6,0,7,8,10,2,9,8,0,2,0,2,28,0,5,89
Mizoram,Saitual,Saitual_Village_17,5545,433507,2,9,0,6,6,16,4,9,6,3,1,0,1,24,0,15,102
Assam,Nalbari,Nalbari_Village_9,1553,862400,1,6,0,1,2,1,2,1,0,1,0,0,0,7,1,3,26
Arunachal Pradesh,Longding,Longding_Village_9,9037,154615,1,17,0,13,6,13,13,5,13,3,2,2,3,47,0,24,162
Nagaland,Longleng,Longleng_Village_10,5398,282664,3,12,0,7,4,10,4,6,9,1,3,1,3,22,0,7,92
Arunachal Pradesh,Kamle,Kamle_Village_16,4971,134225,1,6,1,7,7,11,1,6,8,0,3,1,0,18,0,13,83
Assam,Tinsukia,Tinsukia_Village_18,8434,772124,2,19,1,11,3,23,6,10,14,2,0,1,5,42,0,17,156
Nagaland,Tuensang,Tuensang_Village_12,345,597126,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
Assam,Barpeta,Barpeta_Village_9,9231,251668,4,12,0,8,13,23,8,9,14,1,2,0,5,56,1,17,173
Arunachal Pradesh,Namsai,Namsai_Village_14,6825,825391,5,9,0,13,8,12,8,8,7,1,2,0,4,33,0,11,121
Nagaland,Kohima,Kohima_Village_18,559,254887,1,2,0,1,0,1,1,0,2,0,0,0,0,4,0,0,12
Meghalaya,South West Garo Hills,South West Garo Hills_Village_7,7763,842776,3,18,2,10,10,23,17,11,8,1,1,0,5,30,2,17,158
Assam,Kamrup Metropolitan,Kamrup Metropolitan_Village_2,5161,935012,3,12,0,10,8,12,11,7,3,0,3,1,2,26,0,9,107
Manipur,Tamenglong,Tamenglong_Village_4,7839,659572,4,8,1,16,9,25,10,8,9,1,2,1,4,39,0,20,157
Arunachal Pradesh,Namsai,Namsai_Village_1,4432,456871,3,9,0,3,3,14,1,6,4,2,0,1,3,24,0,11,84
Nagaland,Noklak,Noklak_Village_16,9270,163946,3,16,1,18,9,15,11,6,9,1,2,1,8,49,0,15,164
Assam,Kamrup,Kamrup_Village_2,5656,916964,1,11,0,10,6,15,5,4,4,0,1,0,2,32,0,9,100
Meghalaya,North Garo Hills,North Garo Hills_Village_9,6683,448354,2,20,1,5,6,19,4,7,10,4,0,0,2,36,0,10,126
Mizoram,Lunglei,Lunglei_Village_13,1462,620248,2,4,0,4,1,7,1,2,3,1,1,0,2,4,0,4,36
Mizoram,Hnahthial,Hnahthial_Village_13,1878,208214,2,2,0,4,1,9,3,1,3,0,0,0,1,8,0,3,37
Arunachal Pradesh,Lohit,Lohit_Village_3,2706,556641,4,3,0,1,0,7,2,3,3,0,1,0,1,13,0,4,42
Manipur,Tengnoupal,Tengnoupal_Village_12,754,979827,0,1,0,0,2,2,1,2,2,0,0,0,0,1,0,2,13
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_1,2260,234628,1,4,2,3,0,3,2,3,1,0,1,0,2,11,0,9,42
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_6,2158,878967,0,6,0,6,1,2,3,1,5,0,0,0,0,12,0,4,40
Nagaland,Peren,Peren_Village_6,9563,810446,5,20,0,23,13,34,5,8,10,0,4,0,6,49,0,24,201
Arunachal Pradesh,Kamle,Kamle_Village_19,7638,174637,7,11,0,10,10,23,12,14,8,1,1,1,6,48,0,14,166
Arunachal Pradesh,Lower Siang,Lower Siang_Village_2,8718,945687,5,21,0,13,6,16,8,8,14,2,3,2,8,46,0,16,168
Manipur,Bishnupur,Bishnupur_Village_3,472,486251,1,1,1,4,0,2,1,1,1,0,0,0,1,1,0,0,14
Assam,Karbi Anglong,Karbi Anglong_Village_17,1535,711046,0,4,0,2,1,4,0,1,0,2,0,0,1,5,0,2,22
Assam,Dibrugarh,Dibrugarh_Village_7,7704,774591,6,23,1,13,9,12,8,11,8,3,1,0,2,20,0,15,132
Tripura,Dhalai,Dhalai_Village_13,6453,655575,3,13,3,15,7,23,5,6,6,1,0,1,5,37,1,11,137
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_20,4551,515011,0,7,0,5,4,9,7,5,5,1,1,0,1,24,0,12,81
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_20,3897,913373,2,11,0,5,5,10,3,2,5,1,1,0,1,15,0,13,74
Meghalaya,Eastern West Khasi Hills,Eastern West Khasi Hills_Village_18,735,388204,0,1,0,0,1,0,1,0,0,0,0,1,0,6,0,1,11
Mizoram,Hnahthial,Hnahthial_Village_20,338,739966,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,5
Assam,Golaghat,Golaghat_Village_7,1897,705991,1,1,0,0,4,6,2,3,0,0,1,0,0,7,0,5,30
Assam,Charaideo,Charaideo_Village_11,3970,736553,0,10,1,2,4,10,4,2,7,0,0,0,0,20,0,10,70
Mizoram,Hnahthial,Hnahthial_Village_1,1759,101139,2,1,0,1,3,6,2,2,3,0,2,0,0,7,0,5,34
Assam,Dhubri,Dhubri_Village_10,3058,215266,1,6,1,4,2,4,2,6,3,0,1,0,0,26,0,7,63
Mizoram,Champhai,Champhai_Village_18,5205,861253,5,9,0,8,4,11,5,2,4,0,4,0,5,35,0,6,98
Assam,Dibrugarh,Dibrugarh_Village_20,8482,734836,4,18,2,11,8,20,7,6,8,3,0,1,5,46,0,23,162
Assam,Charaideo,Charaideo_Village_18,7422,134985,3,18,0,14,11,18,3,7,8,3,3,0,3,38,0,19,148
Arunachal Pradesh,Lepa Rada,Lepa Rada_Village_12,4048,805477,2,12,0,6,5,5,0,4,4,2,3,0,2,16,0,12,73
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_2,7779,361941,7,11,0,15,6,21,4,7,10,2,2,0,3,38,0,17,143
Nagaland,Wokha,Wokha_Village_8,9928,738635,3,22,3,21,10,24,10,7,13,2,3,0,7,59,0,24,208
Assam,South Salmara-Mankachar,South Salmara-Mankachar_Village_6,8294,127560,4,17,1,13,8,29,5,9,11,2,3,0,3,40,1,21,167
Assam,West Karbi Anglong,West Karbi Anglong_Village_14,5323,299055,1,11,0,8,8,18,6,8,15,0,1,0,5,20,0,10,111
Nagaland,Peren,Peren_Village_7,2615,226124,2,7,0,7,2,8,3,1,1,1,1,0,1,11,0,6,51
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_4,400,701949,2,1,0,0,0,2,0,0,1,0,0,0,0,3,0,0,9
Manipur,Kangpokpi,Kangpokpi_Village_6,6384,493892,3,16,1,11,1,18,8,9,9,1,4,0,0,18,0,14,113
Assam,Hailakandi,Hailakandi_Village_18,1536,385320,0,2,0,2,1,3,2,0,2,0,0,0,0,6,0,4,22
Manipur,Noney,Noney_Village_13,9043,327823,3,17,1,6,9,29,9,12,4,4,2,1,2,40,0,18,157
Meghalaya,South West Garo Hills,South West Garo Hills_Village_9,4973,971662,1,4,1,5,4,20,2,3,9,2,2,0,2,28,0,10,93
Manipur,Imphal East,Imphal East_Village_2,4014,155040,0,7,1,6,3,10,4,5,8,1,3,1,3,20,0,7,79
Meghalaya,West Khasi Hills,West Khasi Hills_Village_7,2521,465249,1,4,0,8,3,4,1,2,2,0,1,0,1,14,0,4,45
Assam,Barpeta,Barpeta_Village_13,4726,910208,4,13,0,10,3,13,4,4,5,1,1,0,0,17,0,12,87
Arunachal Pradesh,Upper Siang,Upper Siang_Village_8,8546,519093,3,22,1,5,5,23,10,8,15,4,2,0,5,52,0,15,170
Nagaland,Zunheboto,Zunheboto_Village_13,2985,981473,3,8,2,8,3,14,1,4,5,0,0,0,1,9,0,1,59
Manipur,Noney,Noney_Village_8,750,568127,0,0,0,0,1,1,0,2,0,0,1,0,0,1,0,2,8
Assam,Dibrugarh,Dibrugarh_Village_16,9790,674993,6,15,0,21,8,24,13,11,16,1,2,1,6,45,0,13,182
Meghalaya,North Garo Hills,North Garo Hills_Village_7,1952,242071,2,3,1,1,0,2,1,3,1,0,0,0,1,10,0,3,28
Nagaland,Phek,Phek_Village_16,3021,388792,2,9,0,5,2,4,3,5,3,0,1,0,1,11,0,6,52
Arunachal Pradesh,Tirap,Tirap_Village_8,3795,386193,1,5,0,4,4,13,6,3,3,0,2,1,3,20,0,7,72
Manipur,Bishnupur,Bishnupur_Village_12,8071,278794,6,14,1,11,8,27,9,9,8,0,2,0,5,47,0,13,160
Assam,Dibrugarh,Dibrugarh_Village_17,5527,499407,5,11,0,19,4,4,7,5,6,2,0,1,3,28,0,10,105
Arunachal Pradesh,West Kameng,West Kameng_Village_10,6125,705397,2,15,0,8,10,13,7,8,3,3,1,0,2,33,0,12,117
Assam,Baksa,Baksa_Village_15,8141,227324,2,13,0,19,10,18,2,8,9,1,3,0,6,44,0,15,150
Meghalaya,South West Garo Hills,South West Garo Hills_Village_13,5161,353777,2,13,0,9,4,10,2,5,4,0,0,0,0,32,0,7,88
Assam,Bongaigaon,Bongaigaon_Village_18,1119,407618,0,2,0,0,3,3,0,0,3,0,0,0,0,3,0,3,17
Manipur,Kamjong,Kamjong_Village_5,7498,947975,2,21,1,7,8,24,8,5,16,0,3,0,1,33,0,10,139
Assam,Golaghat,Golaghat_Village_4,7129,856086,5,13,1,12,6,17,5,6,8,1,1,1,0,36,0,10,122
Nagaland,Tseminyu,Tseminyu_Village_10,6235,963508,3,12,0,9,10,26,10,6,7,1,0,0,6,33,0,11,134
Assam,Biswanath,Biswanath_Village_2,5646,678727,3,9,0,8,3,13,3,11,6,2,3,0,2,22,0,16,101
Nagaland,Tuensang,Tuensang_Village_17,5204,847362,1,13,0,13,5,11,3,7,8,3,1,0,3,27,0,15,110
Manipur,Imphal East,Imphal East_Village_6,2452,105433,0,5,1,6,2,5,0,3,3,0,0,0,0,8,0,7,40
Sikkim,South Sikkim,South Sikkim_Village_2,9269,763311,3,22,1,14,13,20,4,5,15,2,1,0,8,42,0,19,169
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_18,8173,262316,5,5,0,9,5,23,2,11,13,0,4,0,7,46,0,24,154
Meghalaya,North Garo Hills,North Garo Hills_Village_1,7099,414313,2,15,0,6,5,20,6,10,6,1,3,2,3,32,0,9,120
Tripura,West Tripura,West Tripura_Village_8,9347,742686,7,15,2,12,9,29,5,14,1,1,1,1,8,42,0,15,162
Nagaland,Noklak,Noklak_Village_17,6542,958160,3,12,0,10,10,18,7,3,7,0,0,0,4,23,0,10,107
Manipur,Jiribam,Jiribam_Village_18,8433,837733,3,16,2,12,7,29,9,9,11,0,2,0,2,31,0,12,145
Manipur,Bishnupur,Bishnupur_Village_7,636,725905,2,1,0,1,0,0,0,1,1,0,1,0,0,5,0,2,14
Arunachal Pradesh,Changlang,Changlang_Village_13,3705,167348,0,6,0,7,4,10,4,2,8,0,0,0,1,20,0,8,70
Nagaland,Dimapur,Dimapur_Village_18,6083,602985,5,18,0,10,8,12,7,9,11,2,2,1,3,34,0,13,135
Arunachal Pradesh,Namsai,Namsai_Village_13,5020,332360,3,11,0,3,4,14,3,8,2,2,5,0,2,22,0,6,85
Manipur,Pherzawl,Pherzawl_Village_16,3892,415344,1,9,0,6,4,7,1,1,4,0,1,1,0,25,0,8,68
Mizoram,Saiha,Saiha_Village_10,9154,897423,3,20,0,10,6,21,5,11,7,3,2,0,6,49,0,28,171
Tripura,West Tripura,West Tripura_Village_12,8323,273438,4,6,0,16,6,23,10,7,8,2,2,0,5,39,0,18,146
Tripura,Sepahijala,Sepahijala_Village_19,8583,178693,6,9,0,6,6,22,2,5,12,0,2,0,6,32,0,19,127
Arunachal Pradesh,Tirap,Tirap_Village_14,7857,233827,6,17,0,18,9,26,7,11,12,3,0,0,5,30,0,9,153
Manipur,Pherzawl,Pherzawl_Village_18,7786,160423,3,16,1,17,11,23,4,12,10,2,2,0,5,47,0,16,169
Arunachal Pradesh,East Siang,East Siang_Village_9,4733,146228,3,11,0,8,2,22,4,7,5,0,3,1,3,21,0,9,99
Mizoram,Champhai,Champhai_Village_9,7679,100708,4,16,1,11,4,20,2,11,8,3,3,1,1,38,0,11,134
Arunachal Pradesh,Kamle,Kamle_Village_6,1186,739244,1,1,0,1,0,2,1,2,2,0,0,0,0,7,0,1,18
